,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable
133,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,100%,f,Hortaleza,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$142.00,t,t
134,Atarazanas,2020-02-13,"Málaga, Spain",within an hour,100%,99%,t,Hortaleza,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$141.00,t,f
135,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$119.00,t,t
136,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$122.00,t,t
137,Berta,2016-08-29,"Geneva, Switzerland",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$183.00,t,t
138,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$351.00,t,t
139,Calu Homes,2023-03-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$110.00,t,t
140,HomeAbroad Apartments,2019-03-20,"Andalusia, Spain",within an hour,90%,96%,f,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Entire rental unit,Entire home/apt,$110.00,t,t
141,Araceli,2021-06-02,"Andalusia, Spain",within an hour,100%,86%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Private room in condo,Private room,$29.00,t,f
142,Jessica,2011-06-15,"Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Puerto de la Torre,Entire rental unit,Entire home/apt,$79.00,t,t
143,Javier,2014-07-16,"Málaga, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$186.00,t,f
144,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$170.00,t,t
145,Roman,2018-01-03,"Málaga, Spain",within an hour,93%,100%,f,Trafalgar,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$35.00,t,t
146,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$116.00,t,t
147,Ranar,2024-05-15,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",f,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$98.00,t,t
148,Malagasuite Showroom,2015-10-04,"Málaga, Spain",within an hour,98%,97%,f,Mijas Costa,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$111.00,t,t
149,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$171.00,t,t
150,Manuel,2022-05-09,"Andalusia, Spain",within an hour,80%,68%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$100.00,t,f
151,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$133.00,t,t
152,R.U Sto Tomas,2014-06-11,"Málaga, Spain",within an hour,100%,100%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$64.00,t,t
153,Maria Palma,2014-01-15,"Málaga, Spain",within an hour,100%,99%,t,Mijas Costa,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$162.00,t,f
154,Malaga Homes,2023-12-27,"Málaga, Spain",within an hour,100%,100%,t,Mijas Costa,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$143.00,t,f
155,Fernando,2023-10-24,"Málaga, Spain",within an hour,100%,100%,t,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$140.00,t,t
156,Maria,2021-10-19,"Málaga, Spain",within an hour,100%,100%,f,Mijas Costa,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire vacation home,Entire home/apt,$135.00,t,t
157,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$135.00,t,t
158,Casa Paco,2023-11-02,"Málaga, Spain",within an hour,100%,100%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$135.00,t,f
159,Salvador,2012-07-11,"Málaga, Spain",within a day,57%,40%,f,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in townhouse,Private room,$135.00,t,f
160,Malaga Holiday And Rentals,2016-09-28,"Málaga, Spain",within an hour,100%,97%,t,Mijas Costa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Private room in casa particular,Private room,$36.00,t,f
161,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$299.00,t,t
162,Alvaro,2021-05-26,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$150.00,t,f
163,Olena,2023-02-03,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$96.00,t,t
164,Ondaluz Malaga,2020-01-04,"Andalusia, Spain",within an hour,100%,99%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$180.00,t,f
165,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$77.00,t,t
166,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$124.00,t,t
167,Tetiana,2023-06-07,"Málaga, Spain",within an hour,75%,97%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$147.00,t,f
168,Alejandro,2019-10-03,"Málaga, Spain",within an hour,75%,10%,f,La Victoria,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$147.00,t,f
169,Albert,2019-07-20,"Málaga, Spain",within an hour,96%,98%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$147.00,t,t
170,Promociones,2021-11-10,"Málaga, Spain",within an hour,90%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$147.00,t,t
171,Pietro,2018-10-29,"Málaga, Spain",within an hour,100%,99%,f,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire home,Entire home/apt,$129.00,t,t
172,Maria Victoria,2019-08-05,"Málaga, Spain",within an hour,100%,99%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$393.00,t,t
173,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire home,Entire home/apt,$159.00,t,t
174,Lucas,2024-06-26,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Entire rental unit,Entire home/apt,$65.00,t,t
175,Claudia,2024-02-20,"Andalusia, Spain",within an hour,89%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t
176,Alejandro,2016-01-30,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire condo,Entire home/apt,$135.00,t,t
177,Millennials Living,2023-11-05,"Málaga, Spain",within an hour,100%,95%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Shared room in hotel,Shared room,$98.00,t,t
178,Renthas Hospitality,2019-12-12,"Málaga, Spain",within an hour,93%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$744.00,t,t
179,Arantxa,2014-01-30,"Málaga, Spain",within an hour,100%,91%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$86.00,t,f
180,Carlos,2017-10-25,"San Rafael, Spain",a few days or more,30%,57%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$72.00,t,f
181,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$110.00,t,t
182,Tatiana,2023-11-22,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$110.00,t,f
183,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$97.00,t,t
184,Cristina,2016-06-08,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,f,"Málaga, Andalusia, Spain",Teatinos-Universidad,Entire rental unit,Entire home/apt,$65.00,t,t
185,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Cruz De Humilladero,Entire vacation home,Entire home/apt,$159.00,t,t
186,Malena,2016-05-31,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$47.00,t,t
187,Elena,2022-03-15,"Marbella, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$111.00,t,t
188,Esther,2013-06-01,"Andalusia, Spain",within a day,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Private room in casa particular,Private room,$52.00,t,f
189,Adelina,2023-10-30,"Málaga, Spain",within a day,64%,0%,f,Urbanización Cortijo de Nagüeles,['phone'],t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$94.00,t,f
190,Alberto,2018-01-14,"Málaga, Spain",within an hour,100%,99%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$137.00,t,t
191,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$219.00,t,t
192,Mónica Y Juan,2017-04-23,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$77.00,t,f
193,Beatriz V.,2016-05-09,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$161.00,t,f
194,Sharing,2021-04-15,"Málaga, Spain",within an hour,98%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$170.00,t,t
195,Santa Cruz,2017-05-17,"Andalusia, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$120.00,t,t
196,Francisco,2022-04-11,"Andalusia, Spain",a few days or more,0%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$88.00,t,t
197,PineappleHomes,2021-08-09,"Andalusia, Spain",within an hour,100%,99%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$88.00,t,t
198,Monica,2022-09-26,"Andalusia, Spain",within an hour,100%,99%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$126.00,t,t
199,Adrian,2023-01-25,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$99.00,t,f
200,Faris,2022-08-07,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$141.00,t,t
201,Salvador,2018-01-29,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$115.00,t,f
202,Cristina,2016-01-31,"Andalusia, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$53.00,t,t
203,Luiz,2017-05-18,"Málaga, Spain",within an hour,100%,97%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$60.00,t,f
204,Enrique,2022-06-30,"Málaga, Spain",within an hour,96%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$189.00,t,t
205,Take Care Malaga,2019-11-14,"Málaga, Spain",within an hour,94%,99%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire townhouse,Entire home/apt,$282.00,t,t
206,Ignacio,2015-07-15,"Málaga, Spain",within a few hours,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$137.00,t,t
207,Rocio,2015-08-14,"Málaga, Spain",within a few hours,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$135.00,t,t
208,Ana,2015-12-06,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$179.00,t,f
209,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$231.00,t,f
210,Antonio Luis,2012-12-11,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Villas de Costalita,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$136.00,t,t
211,Javier,2015-03-24,"Málaga, Spain",within a day,90%,94%,t,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$27.00,t,f
212,David,2015-10-16,"Málaga, Spain",within an hour,100%,94%,t,Urbanización Villas de Costalita,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$89.00,t,f
213,Holidaysforu,2019-09-28,"Málaga, Spain",within an hour,97%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire home,Entire home/apt,$141.00,t,t
214,Isabel,2021-07-26,"Málaga, Spain",within a few hours,100%,96%,f,Urbanizacion Añoreta,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$180.00,t,f
215,Jose,2017-05-16,"Gandia, Spain",within a few hours,100%,87%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$121.00,t,f
216,Gabriel,2014-04-14,"Málaga, Spain",within a few hours,100%,92%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$48.00,t,f
217,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,99%,t,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$129.00,t,t
218,Virginia,2017-05-05,"Andalusia, Spain",within an hour,100%,100%,t,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t
219,Holidu,2021-11-19,"Andalusia, Spain",within an hour,100%,100%,f,Artola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$129.00,t,t
220,Paco,2019-03-31,"Málaga, Spain",within an hour,100%,100%,f,Artola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Entire home,Entire home/apt,$219.00,t,t
221,Patricia,2016-04-26,"Málaga, Spain",within an hour,100%,100%,f,Artola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire loft,Entire home/apt,$81.00,t,f
222,Amador,2016-08-03,"Málaga, Spain",within an hour,100%,99%,t,Artola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$127.00,t,t
223,Luisa Y Alejandro,2018-06-13,"Málaga, Spain",within an hour,100%,100%,t,Artola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$109.00,t,f
224,David,2017-07-24,"Málaga, Spain",within an hour,100%,100%,f,Artola,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$60.00,t,t
225,Novasol,2017-07-31,Norway,within an hour,99%,100%,f,Grandmesnil,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Entire home,Entire home/apt,$212.00,t,t
226,Francisca,2015-10-15,"Madrid, Spain",within an hour,100%,99%,t,Grandmesnil,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$207.00,t,t
227,Lagar Martinez,2019-05-17,"Málaga, Spain",within a few hours,90%,18%,f,Grandmesnil,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire cottage,Entire home/apt,$145.00,t,f
228,Cristina,2014-06-11,"Málaga, Spain",within a few hours,90%,100%,f,Grandmesnil,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in home,Private room,$25.00,t,f
229,HomeAbroad Apartments,2019-03-20,"Andalusia, Spain",within an hour,90%,96%,f,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$302.00,t,t
230,Juan M,2015-04-03,"Málaga, Spain",within an hour,100%,99%,t,Trafalgar,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$302.00,t,t
